vehicle.make,vehicle.model,vehicle.year,vehicle.type,fuelType,reviewCount,rating,location.city
Honda,Civic,2014,car,GASOLINE,39,4.97,Austin
Toyota,Camry,2011,car,GASOLINE,14,4.64,Austin
Toyota,RAV4,2011,suv,GASOLINE,0,,Austin
Toyota,RAV4,2012,suv,GASOLINE,14,4.79,Austin
Honda,Fit,2011,car,GASOLINE,10,5.0,Austin
Toyota,Corolla,2007,car,GASOLINE,47,4.89,Austin
Honda,Fit,2008,car,GASOLINE,36,4.78,Austin
Toyota,Corolla,2006,car,GASOLINE,146,4.92,Austin
Ford,Mustang,2019,car,GASOLINE,5,5.0,Arden
Tesla,Model S,2014,car,ELECTRIC,0,,Barnardsville
Kia,Niro,2017,suv,HYBRID,2,5.0,Asheville
Dodge,Grand Caravan,2017,minivan,GASOLINE,8,5.0,Asheville
Jeep,Cherokee,2017,suv,GASOLINE,23,4.96,Black Mountain
Jeep,Wrangler,2018,suv,GASOLINE,2,5.0,Arden
Ford,Transit Wagon,2018,van,GASOLINE,0,,Arden
Polaris,Slingshot,2020,car,GASOLINE,4,5.0,Whittier
Ford,mustang,1968,car,GASOLINE,2,5.0,Asheville
Chevrolet,Colorado,2015,truck,GASOLINE,1,5.0,Columbus
Ford,Shelby AC Cobra,1965,car,GASOLINE,1,5.0,Asheville
Rolls Royce,Silver Shadow,1976,car,,0,,Asheville
Lexus,RX 350,2010,suv,GASOLINE,42,5.0,Bristol
Chevrolet,Corvette Stingray,2014,car,GASOLINE,21,4.9,Windsor
Tesla,Model 3,2018,car,ELECTRIC,20,5.0,Vernon
Audi,A5,2018,car,GASOLINE,0,,Springfield
Mercedes-Benz,E-Class,2011,car,GASOLINE,92,4.92,Glastonbury
Toyota,Tundra,2015,truck,GASOLINE,4,5.0,Vernon
Toyota,Prius v,2015,car,HYBRID,82,4.95,Glastonbury
Jaguar,XE,2018,car,GASOLINE,59,4.92,Wallingford
Toyota,Prius,2010,car,HYBRID,42,4.98,Vernon
Lamborghini,Gallardo,2007,car,GASOLINE,8,5.0,Cromwell
Toyota,Prius,2010,car,HYBRID,65,4.97,Vernon
Jeep,Wrangler Unlimited,2019,suv,GASOLINE,16,5.0,Windsor
Hyundai,Sonata,2017,car,GASOLINE,8,5.0,New Britain
Land Rover,Range Rover,2019,suv,GASOLINE,6,5.0,Wallingford
Volkswagen,CC,2013,car,GASOLINE,4,4.5,New Britain
Nissan,Frontier,2017,truck,GASOLINE,1,5.0,Bristol
Lexus,RX 350,2017,suv,GASOLINE,1,5.0,East Hartford
Mercedes-Benz,C-Class,2014,car,GASOLINE,6,4.83,New Britain
Toyota,Prius,2015,car,HYBRID,4,5.0,Windsor
Mitsubishi,Outlander,2020,suv,GASOLINE,4,5.0,Farmington
Toyota,Sienna,2017,minivan,GASOLINE,11,5.0,North Haven
Ford,Fiesta,2018,car,GASOLINE,59,5.0,Farmington
Toyota,Sienna,2011,minivan,GASOLINE,2,5.0,Cromwell
Honda,Accord,2011,car,GASOLINE,16,5.0,Windsor
Honda,Civic,2009,car,GASOLINE,34,4.91,Seattle
Toyota,Corolla,2009,car,GASOLINE,22,4.95,Seattle
Hyundai,Accent,2019,car,GASOLINE,25,5.0,Seattle
Hyundai,Accent,2019,car,GASOLINE,19,4.95,Seattle
Mazda,CX-9,2013,suv,GASOLINE,13,4.69,Issaquah
Toyota,Yaris,2009,car,GASOLINE,25,4.84,Seattle
Toyota,Prius,2015,car,HYBRID,0,,Edmonds
Ford,Fusion,2018,car,GASOLINE,20,4.65,Kent
Honda,Odyssey,2007,minivan,GASOLINE,19,4.58,Kent
Toyota,Sienna,2009,minivan,GASOLINE,28,4.86,Kent
Hyundai,Santa Fe,2014,suv,GASOLINE,13,5.0,Olympia
Volkswagen,Jetta,2008,car,GASOLINE,54,4.7,Redmond
Ford,Focus,2014,car,GASOLINE,3,5.0,Kirkland
Toyota,Prius,2010,car,HYBRID,20,4.65,Bothell
BMW,5 Series,2012,car,GASOLINE,1,5.0,Bangor
BMW,3 Series,2016,car,GASOLINE,15,5.0,Irondale
Chevrolet,Cruze,2019,car,GASOLINE,49,4.92,Irondale
Ford,C-Max Hybrid,2017,car,HYBRID,3,5.0,Birmingham
Honda,Civic,2015,car,GASOLINE,5,5.0,Hoover
Chevrolet,Equinox,2018,suv,GASOLINE,16,5.0,Irondale
Honda,Odyssey,2019,minivan,GASOLINE,0,,Oxford
BMW,I8,2019,car,HYBRID,0,,Oxford
Lexus,RX 350,2008,suv,GASOLINE,4,4.75,Vestavia Hills
Toyota,Corolla,2020,car,GASOLINE,4,5.0,Oxford
Volvo,XC60,2010,suv,GASOLINE,6,5.0,Billings
Chevrolet,Cruze,2017,car,GASOLINE,138,4.92,Nashville
Chrysler,200,2013,car,GASOLINE,62,4.73,Nashville
Chevrolet,Sonic,2013,car,GASOLINE,112,4.63,Nashville
Nissan,Versa,2012,car,GASOLINE,81,4.75,Nashville
Toyota,Camry,2017,car,GASOLINE,199,4.95,Nashville
Pontiac,Solstice,2007,car,GASOLINE,74,4.69,Nashville
BMW,3 Series,2015,car,GASOLINE,25,4.92,Nashville
Hyundai,Tucson,2016,suv,GASOLINE,14,5.0,goodlettsville
Buick,Regal Sportback,2018,car,GASOLINE,0,,Dickson
Ram,1500,2017,truck,GASOLINE,6,5.0,goodlettsville
Land Rover,Range Rover,2015,suv,GASOLINE,0,,Nashville
Chevrolet,Camaro,2019,car,GASOLINE,17,4.88,Nashville
Tesla,Model S,2017,car,ELECTRIC,15,5.0,Brentwood
Ford,Mustang,2018,car,GASOLINE,14,5.0,La Vergne
Tesla,Model 3,2019,car,ELECTRIC,67,4.97,Nashville
Ford,Mustang,2018,car,GASOLINE,5,5.0,Nashville
BMW,M3,2011,car,GASOLINE,70,4.97,Nashville
Mazda,Mazda3,2019,car,GASOLINE,3,5.0,Spring Hill
Tesla,Model 3,2018,car,ELECTRIC,17,4.88,Nashville
Ford,Mustang,2018,car,GASOLINE,53,4.92,Nashville
Lexus,GX 460,2018,suv,GASOLINE,1,5.0,Brentwood
BMW,X5,2015,suv,GASOLINE,35,4.94,Brentwood
Ford,Mustang,2019,car,GASOLINE,9,5.0,Nashville
BMW,2 Series,2016,car,GASOLINE,0,,Nashville
Tesla,Model S,2017,car,ELECTRIC,70,4.96,Hendersonville
Nissan,Quest,2016,minivan,GASOLINE,12,5.0,Murfreesboro
Tesla,Model 3,2018,car,ELECTRIC,1,5.0,Murfreesboro
Chevrolet,Camaro,2014,car,GASOLINE,48,4.96,Nashville
Tesla,Model Y,2020,suv,ELECTRIC,15,5.0,Brentwood
Ford,Explorer,2013,suv,GASOLINE,14,5.0,Nashville
Toyota,Highlander,2011,suv,GASOLINE,1,5.0,Nashville
Kia,Forte,2015,car,GASOLINE,135,4.99,Brentwood
Toyota,4Runner,2010,suv,GASOLINE,3,5.0,Spring Hill
Chevrolet,Express,2015,van,GASOLINE,15,5.0,Nashville
Volkswagen,Tiguan,2016,suv,GASOLINE,48,4.88,Nashville
Jeep,Compass,2020,suv,GASOLINE,0,,Murfreesboro
Chevrolet,Cruze,2014,car,GASOLINE,173,4.97,Brentwood
Jaguar,F-TYPE,2018,car,GASOLINE,21,5.0,Brentwood
BMW,3 Series,2016,car,GASOLINE,4,5.0,nashville
BMW,X5,2012,suv,DIESEL,0,,Nashville
Volkswagen,Golf GTI,2020,car,GASOLINE,4,5.0,Mount Juliet
Nissan,Altima,2017,car,GASOLINE,7,5.0,Murfreesboro
Mercedes-Benz,GLC-Class,2018,suv,GASOLINE,4,5.0,Nashville
Cadillac,CT6,2016,car,GASOLINE,0,,Nashville
Chevrolet,Silverado 1500,2019,truck,GASOLINE,1,5.0,Nashville
BMW,3 Series,2015,car,GASOLINE,0,,Nashville
Jeep,Wrangler JK,2018,suv,GASOLINE,77,5.0,Brentwood
Tesla,Model S,2015,car,ELECTRIC,13,5.0,Nashville
Audi,A4,2018,car,GASOLINE,23,4.91,Nashville
Audi,Q5,2012,suv,GASOLINE,0,,Nashville
Nissan,Maxima,2011,car,GASOLINE,27,5.0,Nashville
Ford,Explorer,2018,suv,GASOLINE,17,5.0,Nashville
BMW,3 Series,2011,car,GASOLINE,0,,Nashville
Nissan,Altima,2016,car,GASOLINE,3,5.0,Nashville
Nissan,Sentra,2019,car,GASOLINE,16,5.0,La Vergne
Nissan,Altima,2013,car,GASOLINE,81,4.95,Nashville
Infiniti,Q50,2014,car,GASOLINE,15,5.0,Nashville
Polaris,Slingshot,2017,car,GASOLINE,1,5.0,Mount Juliet
BMW,i3,2017,car,ELECTRIC,0,,Nashville
Nissan,Maxima,2017,car,GASOLINE,0,,Nolensville
Hyundai,Elantra,2020,car,GASOLINE,9,5.0,Nashville
Dodge,Challenger,2017,car,GASOLINE,0,,Murfreesboro
Mazda,MX-5 Miata RF,2017,car,GASOLINE,7,5.0,Nashville
Lexus,IS 250 C,2010,car,GASOLINE,1,5.0,Nashville
Porsche,Cayman,2016,car,GASOLINE,1,5.0,Nashville
Jeep,Wrangler,2011,suv,GASOLINE,31,5.0,Brentwood
Chevrolet,Spark,2020,car,GASOLINE,21,5.0,Nashville
Chevrolet,Spark,2020,car,GASOLINE,28,4.96,Nashville
Nissan,Altima,2019,car,GASOLINE,4,5.0,Nashville
Toyota,Camry,2019,car,GASOLINE,3,5.0,Nashville
Toyota,Camry,2012,car,GASOLINE,95,4.87,Nashville
Ford,Explorer,2018,suv,GASOLINE,0,,Brentwood
Nissan,Sentra,2019,car,GASOLINE,0,,White House
BMW,3 Series,2017,car,GASOLINE,8,4.75,Brentwood
Honda,Civic,2016,car,GASOLINE,4,5.0,Nashville
Ford,Explorer,2016,suv,GASOLINE,0,,Madisonville
Mazda,3,2011,car,GASOLINE,11,5.0,Murfreesboro
Kia,Forte,2018,car,GASOLINE,2,4.5,Clarksville
Subaru,Impreza,2017,car,GASOLINE,30,4.93,Hendersonville
smart,fortwo,2012,car,GASOLINE,1,5.0,Boise
FIAT,500,2013,car,GASOLINE,24,4.75,Boise
Kia,Optima,2019,car,GASOLINE,12,4.92,Meridian
Kia,Optima,2019,car,GASOLINE,27,4.78,Meridian
Maserati,Ghibli,2016,car,GASOLINE,20,5.0,Boise
Chevrolet,Camaro,2015,car,GASOLINE,0,,Meridian
Ford,Fusion,2014,car,HYBRID,1,5.0,Caldwell
Dodge,Grand Caravan,2013,minivan,GASOLINE,6,5.0,Boise
Audi,Q7,2017,suv,GASOLINE,3,5.0,Boise
BMW,3 Series,2011,car,GASOLINE,2,5.0,Boise
Mercedes-Benz,E-Class,2017,car,GASOLINE,4,5.0,Meridian
Chevrolet,Cruze,2013,car,GASOLINE,15,5.0,Boise
Volvo,S60,2015,car,GASOLINE,3,5.0,Boise
Chevrolet,Camaro,2010,car,GASOLINE,109,5.0,Meridian
Alfa Romeo,Stelvio,2018,suv,GASOLINE,1,5.0,Meridian
Toyota,4Runner,2018,suv,GASOLINE,0,,Orem
Chevrolet,Silverado 1500,2018,truck,GASOLINE,14,5.0,Meridian
Polaris,Slingshot,2016,car,GASOLINE,8,5.0,Pocatello
Volkswagen,Jetta,2013,car,GASOLINE,14,5.0,Boise
Jeep,Wrangler,2015,suv,GASOLINE,57,4.91,Boise
Volkswagen,Jetta,2011,car,GASOLINE,14,5.0,Boise
Chevrolet,Bolt EV,2019,car,ELECTRIC,0,,Boise
Mercedes-Benz,Sprinter,2015,van,DIESEL,2,5.0,Boise
BMW,5 Series,2011,car,GASOLINE,5,5.0,Meridian
Chevrolet,Malibu,2018,car,GASOLINE,3,4.67,Meridian
Ford,Fusion,2015,car,GASOLINE,22,4.86,Meridian
Toyota,Yaris,2007,car,GASOLINE,71,4.79,Boise
Toyota,Yaris,2014,car,GASOLINE,110,4.87,Linthicum Heights
Honda,Accord,2015,car,GASOLINE,143,4.87,Linthicum Heights
Ford,Mustang,2019,car,GASOLINE,40,4.97,Glen Burnie
Tesla,Model S,2013,car,ELECTRIC,8,5.0,Ellicott City
Volvo,XC60,2019,suv,GASOLINE,16,5.0,Baltimore
Ford,Ranger,2019,truck,GASOLINE,0,,Columbia
Tesla,Model 3,2018,car,ELECTRIC,38,5.0,Ijamsville
BMW,X5,2016,suv,GASOLINE,2,5.0,Baltimore
Volkswagen,Jetta,2020,car,GASOLINE,2,5.0,Glen Burnie
Tesla,Model 3,2018,car,ELECTRIC,4,4.75,Severn
Tesla,Model 3,2019,car,ELECTRIC,14,5.0,Baltimore
Volkswagen,Golf,2015,car,DIESEL,7,5.0,Glen Burnie
Jeep,Wrangler,2018,suv,GASOLINE,46,5.0,Glen Burnie
Toyota,4Runner,2020,suv,GASOLINE,3,5.0,Baltimore
Volkswagen,Touareg,2012,suv,DIESEL,0,,Pasadena
Lexus,RX 350,2017,suv,GASOLINE,43,4.98,Elkridge
Dodge,Challenger,2018,car,GASOLINE,16,4.88,Milford Mill
Tesla,Model 3,2018,car,ELECTRIC,0,,Pasadena
Ford,Mustang,2017,car,GASOLINE,33,5.0,Baltimore
BMW,X5 M,2016,suv,GASOLINE,4,5.0,Baltimore
Kia,Soul,2015,car,GASOLINE,8,4.88,Baltimore
Tesla,Model 3,2018,car,ELECTRIC,31,4.97,Baltimore
Mercedes-Benz,CLA-Class,2014,car,GASOLINE,6,5.0,Randallstown
Jeep,Grand Cherokee,2018,suv,GASOLINE,35,5.0,Frederick
Mazda,3,2016,car,GASOLINE,3,5.0,Baltimore
BMW,3 Series,2016,car,GASOLINE,0,,Belcamp
Mitsubishi,Outlander,2018,suv,GASOLINE,7,5.0,Baltimore
Toyota,Prius,2016,car,HYBRID,35,4.97,Washington
Tesla,Model 3,2020,car,ELECTRIC,22,4.95,Fort Meade
Volkswagen,Passat,2014,car,DIESEL,10,5.0,Fort Meade
Land Rover,Range Rover Velar,2019,suv,,4,5.0,Reisterstown
Chevrolet,Impala,2018,car,GASOLINE,19,5.0,Pikesville
Volkswagen,Jetta,2014,car,DIESEL,12,5.0,Fort Meade
Hyundai,Sonata,2016,car,GASOLINE,39,4.9,Odenton
BMW,3 Series Gran Turismo,2016,car,GASOLINE,21,5.0,Baltimore
Hyundai,Sonata,2016,car,GASOLINE,54,5.0,Baltimore
Chevrolet,Camaro,2017,car,GASOLINE,49,5.0,Baltimore
Toyota,Highlander,2015,suv,GASOLINE,2,5.0,Randallstown
Mercedes-benz,AMG GT,2019,car,GASOLINE,3,5.0,Reisterstown
Chevrolet,Malibu,2017,car,GASOLINE,74,4.93,Randallstown
Mercedes-Benz,E-Class,2012,car,GASOLINE,0,,beltsville
Toyota,RAV4,2013,suv,GASOLINE,1,5.0,Frederick
Hyundai,Sonata,2015,car,GASOLINE,3,5.0,Laurel
Hyundai,Elantra GT,2014,car,GASOLINE,0,,Laurel
Honda,Odyssey,2005,minivan,GASOLINE,61,4.74,Catonsville
Kia,Soul,2014,car,GASOLINE,13,5.0,Pikesville
Honda,Odyssey,2008,minivan,GASOLINE,10,4.9,Baltimore
Honda,Accord,2012,car,GASOLINE,5,5.0,Baltimore
Acura,TSX,2009,car,GASOLINE,38,4.89,Baltimore
Chevrolet,Cruze,2017,car,GASOLINE,24,4.92,Baltimore
Toyota,Corolla,2017,car,GASOLINE,31,4.84,Bowie
Honda,CR-V,2012,suv,GASOLINE,1,5.0,Towson
Mazda,3,2018,car,GASOLINE,13,5.0,District Heights
Hyundai,Ioniq Plug-In Hybrid,2019,car,HYBRID,0,,Gaithersburg
Toyota,RAV4,2010,suv,GASOLINE,42,4.76,Cockeysville
Mazda,3,2012,car,GASOLINE,25,5.0,Towson
Nissan,Versa,2008,car,GASOLINE,74,4.82,Catonsville
Toyota,Yaris,2007,car,GASOLINE,90,4.82,Catonsville
Nissan,Altima,2006,car,GASOLINE,96,4.81,Catonsville
Toyota,Corolla,2007,car,GASOLINE,99,4.85,Catonsville
Land Rover,Range Rover Sport,2016,suv,GASOLINE,25,5.0,Columbia
Toyota,Camry Solara,2008,car,GASOLINE,28,5.0,Cayce
Tesla,Model 3,2018,car,ELECTRIC,19,4.79,Lexington
Mercedes-benz,C-Class,2019,car,GASOLINE,19,5.0,Columbia
Tesla,Model S,2014,car,ELECTRIC,7,5.0,Irmo
Volkswagen,CC,2014,car,GASOLINE,9,4.44,Columbia
Nissan,Maxima,2012,car,GASOLINE,0,,Columbia
Honda,Accord,2014,car,GASOLINE,52,5.0,Lexington
Chevrolet,Camaro,2018,car,GASOLINE,16,4.88,Chattanooga
Tesla,Model 3,2019,car,ELECTRIC,13,5.0,Signal Mountain
Jeep,Wrangler,2018,suv,GASOLINE,30,5.0,Chattanooga
Jeep,Wrangler,2016,suv,GASOLINE,35,4.97,Chattanooga
Infiniti,G37,2009,car,GASOLINE,28,4.96,Chattanooga
Infiniti,G Sedan,2013,car,GASOLINE,20,5.0,Chattanooga
Mercedes-Benz,G-Class,2017,suv,GASOLINE,0,,LaFayette
Ford,Mustang,2018,car,GASOLINE,16,5.0,Charleston
Chevrolet,Bolt EV,2017,car,ELECTRIC,10,5.0,Charleston
Ford,Fusion Hybrid,2018,car,HYBRID,26,5.0,Summerville
Toyota,4Runner,2017,suv,GASOLINE,16,5.0,Summerville
Tesla,Model 3,2018,car,ELECTRIC,14,4.57,North Charleston
BMW,6 Series,2017,car,GASOLINE,1,5.0,North Charleston
Buick,Enclave,2014,suv,GASOLINE,4,5.0,Goose Creek
Volkswagen,Jetta,2013,car,GASOLINE,10,4.9,Charleston
Land Rover,Range Rover Evoque,2015,suv,GASOLINE,13,4.92,Mount Pleasant
Mercedes-Benz,C-Class,2016,car,GASOLINE,41,5.0,Mount Pleasant
Toyota,Camry Hybrid,2017,car,HYBRID,50,4.98,Mount Pleasant
Mercedes-Benz,E-Class,2017,car,GASOLINE,16,5.0,Mount Pleasant
Mercedes-Benz,C-Class,2016,car,GASOLINE,12,5.0,Mount Pleasant
Mercedes-benz,Sprinter,2019,van,DIESEL,7,5.0,North Charleston
Tesla,Model X,2017,suv,ELECTRIC,0,,Charleston
Audi,Q7,2010,suv,DIESEL,4,5.0,Mount Pleasant
FIAT,500L,2014,car,GASOLINE,43,4.93,Mount Pleasant
Audi,A3,2016,car,GASOLINE,13,4.85,Mount Pleasant
Jeep,Compass,2015,suv,GASOLINE,26,4.58,Mount Pleasant
FIAT,500,2015,car,GASOLINE,38,4.97,Mount Pleasant
BMW,3 Series,2011,car,GASOLINE,10,5.0,Mount Pleasant
Toyota,Camry,2014,car,GASOLINE,16,5.0,Mount Pleasant
MINI,Cooper,2015,car,GASOLINE,23,5.0,Mount Pleasant
Nissan,Altima,2014,car,GASOLINE,41,4.95,Mount Pleasant
Honda,Accord,2009,car,GASOLINE,5,5.0,Mount Pleasant
Honda,Civic,2017,car,GASOLINE,0,,Charleston
Nissan,Sentra,2014,car,GASOLINE,32,4.94,Mount Pleasant
Nissan,Armada,2017,suv,GASOLINE,8,5.0,Hanahan
Audi,allroad,2013,car,GASOLINE,1,5.0,Mount Pleasant
MINI,Cooper,2009,car,GASOLINE,8,4.38,Mount Pleasant
Lexus,RX 350,2009,suv,GASOLINE,31,4.94,Mount Vernon
Lincoln,Continental,2018,car,GASOLINE,5,5.0,North Liberty
Porsche,Panamera,2014,car,GASOLINE,21,5.0,South Euclid
Tesla,Model X,2017,suv,ELECTRIC,63,4.97,Parma
Tesla,Model 3,2019,car,ELECTRIC,42,5.0,Parma
Tesla,Model 3,2018,car,ELECTRIC,64,4.97,Parma
Porsche,Cayenne,2013,suv,GASOLINE,23,5.0,Richfield
Tesla,Model 3,2020,car,ELECTRIC,4,5.0,Avon
Volkswagen,Golf GTI,2017,car,GASOLINE,2,5.0,Brunswick
Tesla,Model S,2016,car,ELECTRIC,3,5.0,Lakewood
Polaris,Slingshot,2020,car,,5,5.0,Parma
Chevrolet,Camaro,2010,car,GASOLINE,10,5.0,Avon Lake
Cadillac,ATS,2016,car,GASOLINE,5,5.0,Cleveland
Chevrolet,Suburban,2019,suv,GASOLINE,7,4.71,Strongsville
Mercedes-Benz,GLC-Class,2018,suv,GASOLINE,10,5.0,Richfield
Chevrolet,Express,2017,van,GASOLINE,0,,Apple Creek
Mercedes-benz,C-Class,2019,car,GASOLINE,16,5.0,Richfield
Cadillac,XTS,2014,car,GASOLINE,0,,Medina
Honda,Civic,2008,car,GASOLINE,1,5.0,Berea
Lexus,ES 300h,2016,car,HYBRID,6,5.0,Mentor
Honda,Accord,2010,car,GASOLINE,42,4.95,Akron
Toyota,Sienna,2014,minivan,GASOLINE,26,4.92,Mentor
Toyota,Tundra,2014,truck,GASOLINE,46,4.91,Mentor
Honda,Odyssey,2018,minivan,GASOLINE,61,4.72,North Royalton
Nissan,Altima,2013,car,GASOLINE,14,5.0,Akron
Toyota,Prius,2018,car,HYBRID,49,5.0,North Royalton
Toyota,Camry Hybrid,2014,car,HYBRID,155,4.85,Mentor
Kia,Rio,2009,car,GASOLINE,14,4.29,Parma
Tesla,Model 3,2019,car,ELECTRIC,0,,Charlotte
Honda,Civic,2016,car,GASOLINE,58,4.83,Charlotte
Toyota,4Runner,2018,suv,GASOLINE,64,4.98,Charlotte
Mazda,MX-5 Miata,2008,car,GASOLINE,27,4.7,Charlotte
Nissan,Sentra,2015,car,GASOLINE,3,5.0,Charlotte
Honda,Odyssey,2012,minivan,GASOLINE,16,5.0,Charlotte
Tesla,Model S,2014,car,ELECTRIC,4,5.0,Mint Hill
Tesla,Model 3,2017,car,ELECTRIC,67,4.99,Charlotte
Jeep,Gladiator,2020,truck,GASOLINE,28,4.96,Charlotte
FIAT,124 Spider,2017,car,GASOLINE,3,5.0,Gastonia
Aston Martin,V12 Vantage S,2015,car,GASOLINE,7,5.0,Charlotte
BMW,3 Series,2012,car,GASOLINE,8,4.88,Charlotte
Volkswagen,Atlas,2019,suv,GASOLINE,10,5.0,Charlotte
Tesla,Model 3,2019,car,ELECTRIC,66,4.92,Charlotte
Mercedes-Benz,C-Class,2015,car,GASOLINE,7,5.0,Charlotte
Tesla,Model S,2014,car,ELECTRIC,38,5.0,Charlotte
Ford,Fusion,2013,car,GASOLINE,5,5.0,Charlotte
Honda,Accord,2014,car,GASOLINE,4,5.0,Concord
Chevrolet,Corvette,2017,car,GASOLINE,3,5.0,Waxhaw
BMW,X5,2013,suv,GASOLINE,5,5.0,Charlotte
BMW,M3,2011,car,GASOLINE,42,4.9,Charlotte
Cadillac,Escalade,2016,suv,GASOLINE,0,,Waxhaw
Mercedes-Benz,CLS-Class,2013,car,GASOLINE,6,5.0,Charlotte
Cadillac,Escalade,2017,suv,GASOLINE,0,,Charlotte
Subaru,Outback,2017,suv,GASOLINE,1,5.0,Charlotte
Jaguar,F-TYPE,2017,car,GASOLINE,7,5.0,Charlotte
Jaguar,F-TYPE,2018,car,GASOLINE,0,,Charlotte
Kia,Optima,2013,car,GASOLINE,22,5.0,Charlotte
Ford,C-Max,2013,car,HYBRID,7,5.0,Charlotte
Dodge,Charger,2018,car,GASOLINE,31,5.0,Charlotte
Nissan,Altima,2018,car,GASOLINE,72,4.99,Charlotte
BMW,X5,2016,suv,GASOLINE,18,5.0,Charlotte
Lexus,LX 570,2016,suv,GASOLINE,0,,Fort Mill
Mercedes-benz,GLE-Class,2020,suv,GASOLINE,1,5.0,Waxhaw
Chevrolet,Silverado 2500HD,2011,truck,GASOLINE,5,4.8,Monroe
GMC,Sierra 1500,2015,truck,GASOLINE,1,5.0,Huntersville
BMW,5 Series,2013,car,GASOLINE,0,,Charlotte
Honda,Odyssey,2020,minivan,GASOLINE,2,5.0,Monroe
Dodge,Challenger,2019,car,GASOLINE,12,5.0,Charlotte
Kia,Optima,2018,car,GASOLINE,7,5.0,Concord
GMC,Sierra 1500,2016,truck,GASOLINE,0,,Waxhaw
Audi,A7,2016,car,DIESEL,5,5.0,Charlotte
Chevrolet,Silverado 1500,2016,truck,GASOLINE,0,,Belmont
Hyundai,Santa Fe,2013,suv,GASOLINE,2,5.0,Monroe
Dodge,Challenger,2018,car,GASOLINE,96,4.95,Charlotte
Polaris,Slingshot,2017,car,GASOLINE,9,4.89,Charlotte
BMW,X1,2017,suv,GASOLINE,8,5.0,Kannapolis
BMW,3 Series,2011,car,DIESEL,0,,Charlotte
Hyundai,Sonata,2012,car,GASOLINE,2,5.0,Indian Trail
GMC,Acadia,2016,suv,GASOLINE,67,4.9,Charlotte
Ford,Focus,2014,car,GASOLINE,15,5.0,Charlotte
FIAT,500,2013,car,GASOLINE,13,4.69,Charlotte
Lexus,NX 200t,2017,suv,GASOLINE,57,5.0,Charlotte
BMW,4 Series,2018,car,GASOLINE,23,5.0,Charlotte
Hyundai,Elantra,2017,car,GASOLINE,9,4.56,Charlotte
Polaris,Slingshot,2020,car,GASOLINE,2,5.0,Charlotte
BMW,3 Series,2018,car,GASOLINE,14,5.0,Concord
Toyota,4Runner,2013,suv,GASOLINE,47,4.94,Charlotte
BMW,3 Series,2011,car,GASOLINE,63,5.0,Charlotte
Ford,Mustang,2014,car,GASOLINE,75,4.95,Charlotte
MINI,Cooper,2013,car,GASOLINE,19,5.0,Charlotte
Dodge,Challenger,2019,car,GASOLINE,29,5.0,Charlotte
Dodge,Challenger,2019,car,GASOLINE,39,4.97,Charlotte
Audi,A6,2013,car,GASOLINE,2,5.0,Charlotte
Volkswagen,Jetta,2014,car,GASOLINE,36,4.86,Mint Hill
Hyundai,Elantra,2014,car,GASOLINE,29,4.86,Mint Hill
Audi,S4,2010,car,GASOLINE,3,5.0,Charlotte
Lexus,ES 300h,2013,car,,17,5.0,Charlotte
Lexus,RX 450h,2011,suv,HYBRID,22,4.77,Charlotte
Ford,Focus,2014,car,GASOLINE,32,4.72,Mint Hill
Jeep,Grand Cherokee,2018,suv,GASOLINE,3,5.0,Charlotte
Subaru,Crosstrek,2017,suv,GASOLINE,71,4.93,Charlotte
Mercedes-Benz,C-Class,2013,car,GASOLINE,51,4.94,Charlotte
Nissan,Murano,2011,suv,GASOLINE,73,4.9,Charlotte
Honda,CR-V,2015,suv,GASOLINE,3,5.0,Charlotte
Audi,Q5,2011,suv,GASOLINE,19,4.89,Charlotte
Maserati,Ghibli,2015,car,GASOLINE,1,5.0,Charlotte
Audi,Q5,2010,suv,GASOLINE,85,4.98,Charlotte
Toyota,Prius,2014,car,HYBRID,26,5.0,Charlotte
Toyota,Camry,2015,car,GASOLINE,76,4.95,Charlotte
Kia,Optima,2016,car,GASOLINE,7,5.0,Charlotte
Honda,Civic,2016,car,GASOLINE,2,5.0,Charlotte
BMW,3 Series,2008,car,GASOLINE,3,5.0,Charlotte
Toyota,Corolla,2014,car,GASOLINE,79,4.99,Charlotte
Toyota,RAV4,2017,suv,GASOLINE,4,5.0,Charlotte
Mercedes-Benz,C-Class,2008,car,GASOLINE,5,4.2,Charlotte
GMC,Acadia,2011,suv,GASOLINE,9,4.89,Charlotte
Ford,Edge,2011,suv,GASOLINE,40,4.9,Charlotte
Hyundai,Tucson,2017,suv,GASOLINE,6,5.0,Charlotte
Kia,Soul,2016,car,GASOLINE,12,4.92,Charlotte
Kia,Soul,2015,car,GASOLINE,14,5.0,Charlotte
Jeep,Patriot,2016,suv,GASOLINE,106,4.94,Charlotte
Nissan,Versa,2017,car,GASOLINE,29,5.0,Charlotte
Dodge,Avenger,2014,car,GASOLINE,42,4.95,Charlotte
Hyundai,Elantra,2015,car,GASOLINE,1,5.0,Charlotte
Mazda,3,2012,car,GASOLINE,14,4.93,Charlotte
Kia,Soul,2019,suv,GASOLINE,23,5.0,Charlotte
Ford,Fusion,2015,car,GASOLINE,6,5.0,Concord
Pontiac,G6,2008,car,GASOLINE,1,5.0,Charlotte
Tesla,Model 3,2018,car,ELECTRIC,15,4.8,Columbus
Tesla,Model S,2018,car,ELECTRIC,22,5.0,New Albany
Lexus,CT 200h,2011,car,HYBRID,40,4.75,Columbus
